LGA_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,LGA_NAME11
14300,44,0,0,0,0,44,28,0,0,0,0,28,24,0,0,0,0,24,51,0,0,0,0,51,76,0,0,0,0,76,154,0,0,0,0,154,89,0,0,0,0,89,67,0,0,0,0,67,33,0,0,0,0,33,18,0,0,0,0,18,9,0,0,3,0,12,49,0,0,0,0,49,642,0,0,3,0,645,Junee (A)
14350,162,3,6,3,0,174,135,5,3,0,0,143,126,0,0,0,0,126,229,6,3,4,0,242,246,10,3,0,0,259,579,20,4,0,0,603,423,18,3,3,3,450,377,16,4,0,0,397,137,3,0,0,0,140,86,4,0,0,3,93,66,0,0,0,0,66,153,9,0,0,0,162,2719,94,26,10,6,2855,Kempsey (A)
14400,99,6,3,0,0,108,50,0,3,0,0,53,41,4,0,0,0,45,86,0,4,3,0,93,75,5,0,0,0,80,256,17,0,0,0,273,251,18,11,0,0,280,434,43,12,3,0,492,289,25,4,0,0,318,262,10,0,0,0,272,132,10,0,0,0,142,108,8,3,0,0,119,2083,146,40,6,0,2275,Kiama (A)
14450,177,21,70,0,0,268,59,9,21,0,0,89,68,4,30,0,0,102,80,6,46,0,0,132,94,14,72,0,0,180,300,43,206,0,0,549,285,48,323,3,3,662,584,110,653,3,0,1350,396,84,313,0,0,793,697,111,152,0,0,960,847,47,81,0,0,975,239,26,77,0,0,342,3826,523,2044,6,3,6402,Kogarah (C)
14500,578,13,41,0,0,632,135,0,17,0,0,152,132,5,15,0,0,152,153,5,24,0,0,182,194,16,16,0,0,226,615,21,82,0,0,718,594,19,124,0,0,737,1276,47,247,0,0,1570,914,34,276,4,0,1228,1855,67,342,0,0,2264,4243,67,176,0,6,4492,661,9,43,0,0,713,11350,303,1403,4,6,13066,Ku-ring-gai (A)
14550,78,0,0,0,0,78,69,0,0,0,0,69,61,0,0,3,0,64,102,0,0,3,0,105,99,0,0,0,0,99,184,0,0,3,0,187,140,0,0,0,0,140,105,0,0,0,0,105,44,0,0,0,0,44,28,0,0,3,0,31,33,0,0,0,0,33,50,0,0,0,0,50,993,0,0,12,0,1005,Kyogle (A)
14600,81,0,0,3,0,84,39,0,0,0,0,39,34,0,0,0,0,34,59,0,0,0,0,59,73,0,0,0,0,73,105,0,0,0,0,105,53,0,0,0,0,53,28,0,0,0,0,28,18,0,0,0,0,18,10,0,0,0,0,10,17,0,0,0,0,17,51,0,0,0,0,51,568,0,0,3,0,571,Lachlan (A)
14650,927,46,15,0,3,991,500,15,8,0,0,523,476,14,10,3,0,503,971,35,12,0,0,1018,1333,36,15,3,0,1387,3456,90,63,6,0,3615,3920,122,67,4,0,4113,5780,122,70,4,0,5976,2754,36,13,3,3,2809,1817,30,10,0,3,1860,917,10,3,3,0,933,1149,35,18,0,3,1205,24000,591,304,26,12,24933,Lake Macquarie (C)
14700,108,10,47,0,0,165,25,0,17,0,0,42,26,0,17,0,0,43,33,6,21,0,0,60,36,6,35,0,0,77,116,9,102,0,0,227,104,16,161,0,0,281,223,30,400,0,0,653,157,23,315,0,0,495,335,48,235,0,0,618,954,67,99,0,0,1120,152,5,39,0,0,196,2269,220,1488,0,0,3977,Lane Cove (A)
14750,61,3,0,0,3,67,37,0,0,0,0,37,44,0,0,0,0,44,82,0,6,3,0,91,122,3,4,0,0,129,292,3,9,0,0,304,213,0,5,0,0,218,178,3,0,0,0,181,36,0,0,0,0,36,37,0,0,0,0,37,21,0,0,0,0,21,75,0,0,0,0,75,1198,12,24,3,3,1240,Leeton (A)
14800,125,90,26,0,0,241,45,46,12,0,0,103,31,24,10,3,0,68,50,53,19,0,0,122,66,43,34,0,0,143,193,171,66,0,0,430,174,180,99,3,0,456,326,320,226,4,3,879,257,284,179,3,0,723,559,658,235,8,0,1460,1001,942,133,16,0,2092,138,126,36,0,0,300,2965,2937,1075,37,3,7017,Leichhardt (A)
14850,225,3,3,0,3,234,174,3,3,0,0,180,153,3,4,4,0,164,344,12,8,0,3,367,382,8,19,4,0,413,956,29,37,3,0,1025,917,26,14,3,0,960,1003,8,11,3,0,1025,353,0,0,0,3,356,202,3,3,3,0,211,114,3,3,3,0,123,214,3,4,4,0,225,5037,101,109,27,9,5283,Lismore (C)
14870,95,4,0,0,0,99,64,4,0,0,0,68,57,0,0,0,0,57,114,11,0,0,0,125,230,7,3,0,0,240,511,4,3,3,3,524,401,0,0,4,0,405,385,0,0,0,0,385,189,0,0,0,0,189,125,0,0,0,0,125,70,0,0,0,0,70,136,6,0,0,0,142,2377,36,6,7,3,2429,Lithgow (C)
14900,560,60,53,0,0,673,229,29,36,0,0,294,211,28,29,0,0,268,405,46,35,0,0,486,617,57,65,0,0,739,1881,193,327,0,3,2404,2327,359,356,0,0,3042,4206,737,233,5,3,5184,3382,439,62,3,0,3886,2721,215,28,0,0,2964,1151,97,24,0,0,1272,1063,112,63,0,3,1241,18753,2372,1311,8,9,22453,Liverpool (C)
14920,56,0,0,0,0,56,41,0,0,0,0,41,25,0,0,0,0,25,80,0,0,0,0,80,74,3,0,0,0,77,148,0,0,0,0,148,89,0,0,4,0,93,75,0,0,4,0,79,29,0,0,0,0,29,14,0,0,0,0,14,25,0,0,0,0,25,62,0,0,0,0,62,718,3,0,8,0,729,Liverpool Plains (A)
14950,47,0,0,0,0,47,19,0,0,0,0,19,11,0,0,0,0,11,36,0,0,0,0,36,46,0,0,0,0,46,62,0,0,3,0,65,35,0,0,0,0,35,35,0,0,0,0,35,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,31,0,0,0,0,31,344,0,0,3,0,347,Lockhart (A)
15050,308,11,3,3,0,325,185,4,5,0,0,194,161,0,3,0,0,164,327,8,3,0,0,338,475,16,16,0,0,507,1360,42,21,0,0,1423,1767,52,23,0,0,1842,2417,43,5,7,3,2475,932,11,5,4,0,952,645,5,0,0,0,650,281,0,3,3,0,287,407,8,7,0,0,422,9265,200,94,17,3,9579,Maitland (C)
15150,122,24,51,0,0,197,27,3,19,0,0,49,21,10,16,0,0,47,35,8,17,0,0,60,39,15,24,0,0,78,111,31,87,0,0,229,139,25,103,0,0,267,215,47,222,0,0,484,147,60,222,0,0,429,390,95,281,3,0,769,1039,197,255,3,0,1494,168,29,60,0,0,257,2453,544,1357,6,0,4360,Manly (A)
15200,138,83,58,0,0,279,40,34,26,3,0,103,47,19,25,0,0,91,80,60,61,0,0,201,72,94,69,4,0,239,265,194,262,3,5,729,259,260,413,6,0,938,527,455,721,5,4,1712,446,396,464,5,4,1315,769,788,313,7,3,1880,639,613,140,4,0,1396,164,103,81,0,0,348,3446,3099,2633,37,16,9231,Marrickville (A)
15270,137,4,0,0,0,141,95,0,0,3,0,98,79,0,0,0,0,79,115,3,3,3,0,124,174,0,0,0,0,174,397,9,3,4,0,413,359,0,3,5,0,367,460,13,3,0,0,476,198,0,0,0,0,198,154,3,0,0,0,157,85,0,0,0,0,85,142,0,0,0,0,142,2395,32,12,15,0,2454,Mid-Western Regional (A)
15300,87,0,0,0,0,87,27,5,0,0,0,32,45,0,0,0,0,45,76,0,0,5,0,81,113,0,0,0,0,113,236,3,4,0,0,243,179,0,0,0,0,179,159,0,0,0,0,159,58,0,0,0,0,58,31,0,0,0,0,31,36,0,0,0,0,36,89,0,0,3,0,92,1136,8,4,8,0,1156,Moree Plains (A)
15350,88,20,30,0,0,138,16,3,7,0,0,26,16,9,3,0,0,28,18,7,15,0,0,40,18,5,22,0,0,45,55,20,72,0,0,147,43,19,100,0,0,162,106,28,221,0,3,358,54,29,168,0,3,254,136,52,169,0,3,360,737,206,157,0,3,1103,114,18,36,0,3,171,1401,416,1000,0,15,2832,Mosman (A)
15500,52,0,0,0,0,52,34,0,4,0,0,38,22,0,0,0,0,22,61,0,0,0,0,61,41,0,4,3,0,48,127,0,4,3,0,134,136,0,0,0,3,139,125,0,0,0,3,128,34,0,0,0,0,34,26,0,0,0,0,26,21,0,0,0,0,21,63,0,0,0,0,63,742,0,12,6,6,766,Murray (A)
15550,26,0,0,0,0,26,5,0,0,0,0,5,4,0,3,0,0,7,24,0,0,0,0,24,26,0,0,0,0,26,60,0,0,3,0,63,32,0,0,0,0,32,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,22,0,0,0,0,22,222,0,3,3,0,228,Murrumbidgee (A)
15650,51,0,0,0,0,51,20,0,0,0,0,20,37,0,0,0,0,37,77,0,3,4,0,84,94,0,4,0,0,98,263,6,8,0,0,277,380,3,5,0,0,388,428,3,5,0,0,436,185,0,3,0,0,188,128,0,0,0,0,128,56,0,0,0,0,56,86,3,3,0,0,92,1805,15,31,4,0,1855,Muswellbrook (A)
15700,120,5,3,4,0,132,80,0,0,3,0,83,93,0,3,0,0,96,163,4,0,4,0,171,182,0,3,0,0,185,350,7,0,3,0,360,297,7,7,4,0,315,250,4,0,0,0,254,81,0,0,0,0,81,33,4,0,0,0,37,39,0,0,0,0,39,98,3,3,0,0,104,1786,34,19,18,0,1857,Nambucca (A)
15750,81,0,5,0,0,86,40,0,0,0,0,40,47,0,0,3,0,50,87,0,0,0,0,87,121,0,0,0,0,121,302,3,0,0,0,305,228,0,0,0,0,228,186,0,3,0,0,189,60,0,0,0,0,60,37,0,0,0,0,37,29,0,0,0,6,35,104,0,0,3,0,107,1322,3,8,6,6,1345,Narrabri (A)
15800,47,0,0,0,0,47,42,0,0,0,0,42,38,0,0,0,0,38,65,7,0,0,0,72,101,0,0,0,0,101,150,0,0,0,4,154,70,0,0,0,0,70,42,0,0,0,0,42,22,0,0,0,0,22,3,0,0,0,0,3,17,0,0,0,0,17,50,0,0,0,0,50,647,7,0,0,4,658,Narrandera (A)
15850,71,0,0,0,0,71,31,0,0,0,0,31,27,3,0,0,0,30,64,0,0,0,0,64,75,0,0,0,0,75,163,0,0,0,0,163,94,0,0,0,0,94,66,0,0,0,0,66,20,0,0,0,0,20,13,0,0,3,0,16,15,0,0,0,0,15,49,0,0,3,0,52,688,3,0,6,0,697,Narromine (A)
15900,667,37,28,3,3,738,336,23,13,3,0,375,312,36,21,0,0,369,687,44,29,0,0,760,862,60,57,3,3,985,2311,166,145,3,3,2628,2717,212,176,3,4,3112,4035,276,231,3,0,4545,1850,109,90,3,0,2052,1210,104,59,3,0,1376,699,51,64,6,0,820,722,65,38,3,3,831,16408,1183,951,33,16,18591,Newcastle (C)
15950,66,43,141,0,0,250,16,13,49,0,0,78,10,9,44,0,0,63,14,18,59,0,3,94,18,19,100,0,0,137,68,75,272,0,3,418,42,70,389,4,4,509,124,125,779,3,0,1031,63,132,649,3,0,847,185,213,835,0,0,1233,620,456,637,4,3,1720,89,54,171,0,0,314,1315,1227,4125,14,13,6694,North Sydney (A)
16100,24,0,0,0,0,24,12,3,0,0,0,15,15,0,0,0,0,15,38,0,0,0,0,38,47,0,0,0,0,47,110,3,0,0,0,113,122,0,0,0,0,122,100,0,0,0,0,100,36,0,0,0,0,36,28,0,0,0,0,28,22,0,0,0,0,22,39,0,0,0,0,39,593,6,0,0,0,599,Oberon (A)
16150,132,3,3,0,0,138,81,3,0,0,0,84,84,8,3,0,0,95,186,13,4,0,0,203,278,17,3,0,0,298,780,33,7,3,0,823,863,21,8,0,0,892,983,8,6,0,0,997,384,0,0,3,0,387,249,0,0,0,0,249,127,0,0,3,0,130,200,3,0,0,3,206,4347,109,34,9,3,4502,Orange (C)
16180,72,0,0,0,0,72,43,0,0,4,0,47,32,3,0,0,0,35,67,0,0,0,0,67,100,3,0,0,0,103,222,3,0,4,0,229,282,0,3,4,0,289,402,3,0,3,0,408,309,3,0,3,0,315,353,0,0,0,0,353,219,0,0,3,0,222,83,0,0,0,0,83,2184,15,3,21,0,2223,Palerang (A)
16200,87,0,0,0,0,87,64,0,0,0,0,64,59,0,4,0,0,63,125,0,5,0,0,130,140,0,0,0,0,140,350,3,0,3,3,359,262,0,0,0,0,262,240,0,0,0,0,240,90,0,0,0,0,90,47,3,0,0,0,50,30,0,0,3,0,33,81,0,0,0,0,81,1575,6,9,6,3,1599,Parkes (A)
16250,453,90,119,0,0,662,176,29,54,0,0,259,159,24,39,0,0,222,295,39,82,0,0,416,365,65,142,0,0,572,1078,237,505,8,3,1831,1237,349,974,3,3,2566,2206,771,1343,9,3,4332,1867,535,407,0,7,2816,1833,401,245,0,7,2486,865,145,90,0,0,1100,591,95,118,3,0,807,11125,2780,4118,23,23,18069,Parramatta (C)
16350,638,49,33,3,0,723,338,18,17,0,0,373,355,29,12,0,0,396,640,43,35,0,0,718,927,78,67,0,3,1075,2609,275,239,0,0,3123,3344,449,176,3,0,3972,6581,494,162,3,0,7240,3632,121,66,0,0,3819,2072,69,36,3,0,2180,928,35,19,3,0,985,1278,75,41,0,0,1394,23342,1735,903,15,3,25998,Penrith (C)
16370,262,29,12,0,0,303,82,11,5,0,0,98,68,11,7,0,0,86,112,15,12,0,0,139,144,14,12,0,3,173,399,42,41,3,0,485,421,50,61,0,0,532,720,103,107,3,0,933,589,89,97,0,0,775,1183,186,147,3,0,1519,1845,130,53,3,0,2031,393,32,44,3,0,472,6218,712,598,15,3,7546,Pittwater (A)
16380,283,32,13,3,0,331,209,13,12,3,0,237,160,16,8,0,0,184,338,22,20,4,0,384,450,27,25,3,0,505,1100,81,83,4,0,1268,1186,100,59,3,0,1348,1563,82,39,3,0,1687,761,26,15,0,0,802,460,16,7,0,0,483,219,18,16,5,0,258,326,23,8,6,0,363,7055,456,305,34,0,7850,Port Macquarie-Hastings (A)
16400,311,15,12,3,3,344,163,18,8,0,0,189,139,17,3,4,0,163,303,33,5,4,0,345,385,34,3,5,0,427,1084,79,21,6,0,1190,1212,82,23,0,0,1317,1522,47,13,0,3,1585,730,28,4,7,0,769,513,28,5,0,0,546,247,9,3,3,0,262,331,19,7,0,0,357,6940,409,107,32,6,7494,Port Stephens (A)
16470,124,22,16,0,0,162,67,11,12,0,0,90,54,10,5,0,0,69,121,28,26,0,0,175,160,25,34,0,0,219,457,98,114,0,0,669,525,123,137,0,0,785,882,231,108,0,3,1224,675,116,26,0,3,820,665,45,14,0,0,724,388,17,8,0,0,413,212,22,10,0,0,244,4330,748,510,0,6,5594,Queanbeyan (C)
16550,252,87,151,3,0,493,63,31,49,0,0,143,50,26,48,0,0,124,71,46,89,0,3,209,110,51,126,0,0,287,314,151,346,4,0,815,269,155,411,0,0,835,516,322,972,4,0,1814,356,269,876,0,0,1501,699,470,879,0,3,2051,1501,696,505,0,3,2705,336,131,161,3,3,634,4537,2435,4613,14,12,11611,Randwick (C)
16610,132,3,3,0,0,138,99,0,4,0,0,103,74,3,0,0,0,77,168,10,0,3,0,181,230,3,0,4,0,237,522,17,13,6,0,558,391,12,6,8,0,417,348,13,7,0,0,368,111,3,0,0,0,114,91,3,0,0,0,94,49,0,0,0,0,49,132,3,0,0,0,135,2347,70,33,21,0,2471,Richmond Valley (A)
16650,212,51,88,0,0,351,79,24,40,3,0,146,47,24,40,0,0,111,102,30,68,0,0,200,147,68,107,3,0,325,479,135,363,3,0,980,468,153,593,6,3,1223,880,291,1127,3,8,2309,696,232,576,0,0,1504,1135,309,260,5,7,1716,818,118,133,3,0,1072,375,71,128,3,0,577,5438,1506,3523,29,18,10514,Rockdale (C)
16700,330,66,83,0,0,479,106,25,39,0,0,170,100,13,21,0,0,134,162,30,60,0,0,252,211,41,92,0,0,344,627,153,287,0,0,1067,571,165,401,0,0,1137,1008,331,774,0,0,2113,774,319,399,0,3,1495,1429,342,272,0,0,2043,1497,171,110,0,0,1778,397,59,89,0,0,545,7212,1715,2627,0,3,11557,Ryde (C)
16900,231,17,8,0,0,256,143,14,4,0,0,161,144,11,0,0,0,155,255,28,7,0,0,290,393,27,11,0,0,431,1000,88,22,0,0,1110,1180,103,42,0,0,1325,1989,128,29,0,0,2146,1055,38,11,0,0,1104,655,14,3,0,0,672,260,9,0,0,0,269,383,12,3,0,0,398,7688,489,140,0,0,8317,Shellharbour (C)
16950,569,8,9,4,0,590,312,6,4,3,0,325,264,5,4,0,0,273,534,10,14,0,0,558,710,19,12,3,0,744,1740,47,26,3,0,1816,1742,37,16,3,0,1798,1879,12,7,3,4,1905,655,9,8,0,0,672,457,5,3,0,0,465,312,0,0,3,0,315,552,10,6,0,3,571,9726,168,109,22,7,10032,Shoalhaven (C)
17000,90,3,0,0,0,93,42,0,0,0,0,42,41,0,0,0,0,41,77,0,0,0,0,77,109,3,4,0,0,116,344,12,9,4,0,369,458,24,8,3,0,493,729,31,5,0,0,765,413,8,0,3,0,424,332,10,3,0,0,345,147,3,0,0,0,150,157,7,3,0,0,167,2939,101,32,10,0,3082,Singleton (A)
17050,25,5,3,0,3,36,17,0,3,0,0,20,20,3,3,0,0,26,34,4,3,0,0,41,37,6,6,0,0,49,91,14,12,0,0,117,92,15,12,0,0,119,117,11,6,0,0,134,75,3,4,0,0,82,40,3,3,0,0,46,25,0,3,0,0,28,44,4,7,0,0,55,617,68,65,0,3,753,Snowy River (A)
17310,291,5,3,0,3,302,179,4,3,4,0,190,188,5,5,5,0,203,378,3,14,0,0,395,553,10,15,3,0,581,1384,17,25,7,3,1436,1313,24,9,5,0,1351,1098,16,0,0,0,1114,422,9,0,0,0,431,261,5,0,0,3,269,149,0,0,0,3,152,355,10,0,0,0,365,6571,108,74,24,12,6789,Tamworth Regional (A)
17350,44,3,0,0,0,47,38,0,0,0,0,38,30,0,0,0,0,30,46,0,0,0,0,46,86,0,3,0,0,89,121,0,0,3,0,124,71,3,0,0,0,74,67,0,3,0,0,70,21,0,0,3,0,24,12,0,0,0,0,12,18,0,0,0,0,18,30,0,0,0,0,30,584,6,6,6,0,602,Temora (A)
17400,45,0,0,5,0,50,38,0,0,3,0,41,34,0,0,0,0,34,75,0,0,0,0,75,75,3,0,3,0,81,111,0,0,3,0,114,106,0,0,3,0,109,71,3,0,0,3,77,24,0,0,0,0,24,13,0,0,0,3,16,14,0,0,3,0,17,52,0,0,0,0,52,658,6,0,20,6,690,Tenterfield (A)
17420,858,66,19,0,0,943,289,16,7,0,0,312,232,23,8,0,0,263,377,29,9,0,0,415,503,52,16,0,0,571,1605,161,59,0,0,1825,1773,192,79,0,4,2048,3408,524,254,3,3,4192,2977,504,201,0,3,3685,4869,445,116,0,5,5435,3627,124,30,0,0,3781,1159,67,23,0,0,1249,21677,2203,821,3,15,24719,The Hills Shire (A)
17450,31,0,0,3,0,34,16,0,0,0,0,16,6,0,0,0,0,6,32,0,0,0,0,32,36,0,0,0,0,36,72,0,0,0,0,72,45,0,0,0,0,45,29,0,0,0,0,29,19,0,0,0,0,19,13,0,0,0,0,13,5,0,0,0,0,5,23,0,0,0,0,23,327,0,0,3,0,330,Tumbarumba (A)
17500,51,0,3,0,0,54,29,0,0,0,0,29,26,0,0,0,0,26,90,0,4,0,0,94,112,0,6,0,0,118,276,0,0,3,0,279,220,0,0,0,0,220,212,0,0,0,0,212,52,0,0,0,0,52,54,0,0,0,0,54,17,0,0,0,0,17,66,0,3,4,0,73,1205,0,16,7,0,1228,Tumut Shire (A)
17550,372,73,32,3,0,480,193,34,26,4,0,257,172,28,15,3,0,218,333,56,22,3,3,417,431,70,37,3,0,541,1027,167,87,14,0,1295,1011,191,92,3,0,1297,1527,329,109,3,0,1968,996,138,30,3,0,1167,713,69,14,3,0,799,377,30,20,3,3,433,434,68,26,3,3,534,7586,1253,510,48,9,9406,Tweed (A)
17620,76,0,0,0,0,76,44,3,0,0,0,47,45,0,0,0,0,45,81,0,0,0,0,81,111,3,0,0,0,114,265,0,0,0,3,268,246,3,3,0,0,252,326,0,3,0,0,329,131,0,3,0,0,134,105,0,0,0,0,105,68,0,0,0,0,68,92,3,3,3,0,101,1590,12,12,3,3,1620,Upper Hunter Shire (A)
17640,52,0,0,3,0,55,19,0,0,5,0,24,21,0,0,0,0,21,63,0,0,0,0,63,57,0,0,0,0,57,157,0,3,0,0,160,109,0,0,0,0,109,140,0,0,3,0,143,73,0,0,0,0,73,46,0,0,0,0,46,23,0,0,0,0,23,49,0,0,0,0,49,809,0,3,11,0,823,Upper Lachlan Shire (A)
17650,43,0,0,0,0,43,31,3,0,0,0,34,32,0,0,0,0,32,65,0,0,0,0,65,70,0,3,0,0,73,166,0,0,0,0,166,105,0,0,0,0,105,109,0,0,3,0,112,37,0,0,0,0,37,15,0,0,0,0,15,17,0,0,0,0,17,35,0,0,0,0,35,725,3,3,3,0,734,Uralla (A)
17700,26,0,0,0,0,26,16,0,0,0,0,16,14,0,0,0,0,14,15,0,0,0,0,15,7,0,0,0,0,7,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,116,0,0,0,0,116,Urana (A)
17750,265,4,10,0,0,279,148,5,5,0,0,158,156,4,8,0,0,168,290,10,18,0,0,318,494,10,24,0,0,528,1362,23,54,0,0,1439,1578,30,28,5,0,1641,1433,29,16,6,0,1484,483,4,3,0,0,490,349,0,8,0,0,357,186,4,3,4,0,197,361,7,5,0,0,373,7105,130,182,15,0,7432,Wagga Wagga (C)
17800,47,0,0,0,0,47,14,0,0,3,0,17,33,0,0,0,0,33,37,0,0,0,0,37,46,0,4,0,0,50,58,0,0,0,0,58,26,0,0,0,0,26,32,0,0,0,0,32,19,0,0,0,0,19,8,0,0,0,0,8,8,0,0,0,0,8,26,0,0,0,0,26,354,0,4,3,0,361,Wakool (A)
17850,36,0,0,0,0,36,16,0,0,0,0,16,6,0,0,0,0,6,36,0,0,0,0,36,24,0,3,0,0,27,52,0,0,0,0,52,32,0,0,0,0,32,19,3,0,0,0,22,11,0,0,0,0,11,10,0,0,0,0,10,8,0,0,0,0,8,19,0,0,0,0,19,269,3,3,0,0,275,Walcha (A)
17900,48,0,0,0,3,51,27,0,0,0,0,27,28,0,0,0,0,28,39,0,0,3,0,42,38,3,0,0,3,44,58,0,0,0,0,58,20,0,0,0,0,20,20,0,0,0,0,20,0,0,0,3,0,3,3,0,0,0,0,3,16,0,0,3,0,19,28,0,3,0,0,31,325,3,3,9,6,346,Walgett (A)
17950,27,0,0,0,0,27,8,3,0,0,0,11,19,0,0,0,0,19,32,0,0,0,0,32,32,0,0,0,0,32,38,0,0,0,0,38,17,0,0,0,0,17,21,0,0,0,0,21,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,224,3,0,0,0,227,Warren (A)
18000,536,26,94,0,0,656,156,6,49,0,0,211,138,7,45,0,0,190,246,16,93,0,0,355,293,17,103,0,0,413,826,54,337,0,0,1217,963,57,463,0,3,1486,1744,101,1183,3,3,3034,1342,108,1060,3,0,2513,2592,171,897,0,0,3660,3581,161,323,7,4,4076,736,52,193,3,0,984,13153,776,4840,16,10,18795,Warringah (A)
18020,85,0,0,0,0,85,63,0,0,0,3,66,57,0,0,3,0,60,101,0,0,3,0,104,96,3,0,0,0,99,146,0,0,0,0,146,71,0,3,0,0,74,59,0,0,0,0,59,18,0,0,0,0,18,23,0,0,3,3,29,23,0,0,0,0,23,66,0,0,0,0,66,808,3,3,9,6,829,Warrumbungle Shire (A)
18050,84,55,91,0,3,233,21,18,26,0,3,68,14,14,27,0,0,55,17,15,56,0,0,88,21,41,62,0,0,124,86,76,197,0,0,359,73,82,197,0,0,352,138,142,450,0,3,733,96,142,406,4,0,648,229,267,548,4,3,1051,771,659,382,4,7,1823,160,121,125,3,0,409,1710,1632,2567,15,19,5943,Waverley (A)
18100,42,0,0,0,0,42,27,0,0,0,0,27,28,0,0,0,0,28,31,0,0,0,0,31,45,0,3,0,0,48,62,0,0,0,0,62,32,0,0,0,0,32,30,0,0,0,0,30,6,0,0,0,0,6,4,0,0,0,0,4,9,0,0,0,0,9,28,0,0,0,0,28,344,0,3,0,0,347,Weddin (A)
18150,77,0,0,0,0,77,29,0,3,0,0,32,43,3,0,0,0,46,70,0,0,0,0,70,88,0,0,0,0,88,152,0,0,0,0,152,117,3,0,0,0,120,88,0,0,0,0,88,34,0,0,0,0,34,19,0,0,0,0,19,21,3,0,0,0,24,63,0,0,0,0,63,801,9,3,0,0,813,Wellington (A)
18200,47,0,0,3,0,50,36,0,0,0,0,36,41,0,0,0,0,41,79,0,0,0,0,79,81,0,0,0,0,81,169,3,0,0,0,172,101,0,0,3,0,104,94,0,0,3,0,97,19,0,0,0,0,19,27,3,0,0,0,30,25,0,0,0,0,25,64,0,0,0,3,67,783,6,0,9,3,801,Wentworth (A)
18250,231,23,85,3,3,345,47,4,33,0,0,84,39,4,19,0,0,62,62,12,28,0,0,102,77,9,49,0,0,135,240,46,138,0,0,424,216,45,215,0,0,476,462,90,502,0,3,1057,304,73,412,0,0,789,623,141,438,3,0,1205,1746,206,218,4,0,2174,272,32,83,0,0,387,4319,685,2220,10,6,7240,Willoughby (C)
